-183.619, 78.683, 1.198,  1.765
-183.613, 78.643, 1.202,  1.798
-183.607, 78.603, 1.207,  1.831
-183.601, 78.563, 1.213,  1.864
-183.595, 78.523, 1.218,  1.897
-183.589, 78.482, 1.223,  1.930
-183.583, 78.442, 1.228,  1.963
-183.576, 78.401, 1.233,  1.996
-183.570, 78.360, 1.238,  2.029
-183.563, 78.320, 1.244,  2.062
-183.557, 78.278, 1.249,  2.095
-183.550, 78.237, 1.254,  2.128
-183.544, 78.196, 1.259,  2.161
-183.537, 78.154, 1.264,  2.194
-183.530, 78.112, 1.269,  2.227
-183.523, 78.070, 1.274,  2.260
-183.516, 78.028, 1.279,  2.293
-183.509, 77.986, 1.284,  2.326
-183.502, 77.944, 1.289,  2.359
-183.495, 77.901, 1.294,  2.392
-183.488, 77.858, 1.299,  2.425
-183.481, 77.815, 1.303,  2.458
-183.473, 77.772, 1.308,  2.491
-183.466, 77.729, 1.313,  2.524
-183.458, 77.686, 1.318,  2.557
-183.451, 77.643, 1.323,  2.590
-183.443, 77.599, 1.328,  2.623
-183.436, 77.555, 1.333,  2.656
-183.428, 77.511, 1.338,  2.689
-183.420, 77.467, 1.343,  2.722
-183.412, 77.423, 1.348,  2.755
-183.404, 77.378, 1.353,  2.788
-183.396, 77.334, 1.358,  2.821
-183.388, 77.289, 1.363,  2.854
-183.380, 77.244, 1.368,  2.887
-183.372, 77.199, 1.373,  2.920
-183.364, 77.154, 1.379,  2.953
-183.356, 77.109, 1.384,  2.986
-183.347, 77.063, 1.389,  3.019
-183.339, 77.017, 1.394,  3.052
-183.330, 76.972, 1.399,  3.085
-183.322, 76.926, 1.404,  3.118
-183.313, 76.879, 1.410,  3.151
-183.305, 76.833, 1.415,  3.184
-183.296, 76.787, 1.420,  3.217
-183.287, 76.740, 1.425,  3.250
-183.278, 76.693, 1.430,  3.283
-183.269, 76.646, 1.436,  3.316
-183.260, 76.599, 1.441,  3.349
-183.251, 76.551, 1.446,  3.382
-183.242, 76.504, 1.451,  3.415
-183.233, 76.456, 1.457,  3.448
-183.224, 76.408, 1.462,  3.481
-183.215, 76.360, 1.467,  3.514
-183.206, 76.312, 1.473,  3.547
-183.196, 76.264, 1.478,  3.580
-183.187, 76.215, 1.483,  3.613
-183.178, 76.167, 1.489,  3.646
-183.168, 76.118, 1.494,  3.679
-183.159, 76.069, 1.499,  3.712
-183.149, 76.020, 1.505,  3.745
-183.139, 75.970, 1.510,  3.778
-183.130, 75.921, 1.516,  3.811
-183.120, 75.871, 1.521,  3.844
-183.110, 75.821, 1.527,  3.877
-183.101, 75.771, 1.532,  3.910
-183.091, 75.721, 1.538,  3.943
-183.081, 75.670, 1.543,  3.976
-183.071, 75.620, 1.549,  4.009
-183.061, 75.569, 1.554,  4.042
-183.051, 75.518, 1.560,  4.075
-183.041, 75.467, 1.565,  4.108
-183.031, 75.415, 1.571,  4.141
-183.021, 75.364, 1.576,  4.174
-183.010, 75.312, 1.582,  4.207
-183.000, 75.260, 1.587,  4.240
-182.990, 75.208, 1.593,  4.273
-182.980, 75.156, 1.599,  4.306
-182.969, 75.103, 1.604,  4.339
-182.959, 75.051, 1.610,  4.372
-182.948, 74.998, 1.615,  4.405
-182.938, 74.945, 1.621,  4.438
-182.927, 74.892, 1.627,  4.471
-182.917, 74.839, 1.632,  4.504
-182.906, 74.785, 1.638,  4.537
-182.896, 74.731, 1.644,  4.570
-182.885, 74.677, 1.650,  4.603
-182.875, 74.623, 1.655,  4.636
-182.864, 74.569, 1.661,  4.669
-182.853, 74.515, 1.667,  4.702
-182.843, 74.460, 1.673,  4.735
-182.832, 74.405, 1.678,  4.768
-182.821, 74.350, 1.684,  4.801
-182.810, 74.295, 1.690,  4.834
-182.799, 74.239, 1.696,  4.867
-182.789, 74.184, 1.702,  4.900
-182.778, 74.128, 1.708,  4.933
-182.767, 74.072, 1.714,  4.966
-182.756, 74.016, 1.720,  4.999
-182.745, 73.959, 1.726,  5.032
-182.734, 73.903, 1.731,  5.065
-182.723, 73.846, 1.737,  5.098
-182.712, 73.789, 1.743,  5.131
-182.701, 73.732, 1.749,  5.164
-182.690, 73.674, 1.756,  5.197
-182.679, 73.617, 1.762,  5.230
-182.668, 73.559, 1.768,  5.263
-182.657, 73.501, 1.774,  5.296
-182.646, 73.442, 1.780,  5.329
-182.635, 73.384, 1.786,  5.362
-182.624, 73.325, 1.792,  5.395
-182.613, 73.266, 1.798,  5.428
-182.601, 73.207, 1.804,  5.461
-182.590, 73.148, 1.811,  5.494
-182.579, 73.089, 1.817,  5.527
-182.568, 73.029, 1.823,  5.560
-182.557, 72.969, 1.829,  5.593
-182.546, 72.909, 1.835,  5.626
-182.535, 72.849, 1.841,  5.659
-182.524, 72.788, 1.848,  5.692
-182.512, 72.727, 1.854,  5.725
-182.501, 72.667, 1.860,  5.758
-182.490, 72.605, 1.866,  5.791
-182.479, 72.544, 1.873,  5.824
-182.468, 72.482, 1.879,  5.857
-182.457, 72.421, 1.886,  5.890
-182.446, 72.359, 1.892,  5.923
-182.434, 72.296, 1.899,  5.956
-182.423, 72.234, 1.905,  5.989
-182.412, 72.171, 1.911,  6.022
-182.401, 72.108, 1.918,  6.055
-182.390, 72.045, 1.924,  6.088
-182.379, 71.982, 1.931,  6.121
-182.368, 71.918, 1.937,  6.154
-182.357, 71.854, 1.944,  6.187
-182.346, 71.790, 1.951,  6.220
-182.335, 71.726, 1.957,  6.253
-182.324, 71.662, 1.964,  6.286
-182.313, 71.597, 1.970,  6.319
-182.302, 71.532, 1.977,  6.352
-182.291, 71.467, 1.984,  6.385
-182.280, 71.401, 1.990,  6.418
-182.269, 71.336, 1.997,  6.451
-182.258, 71.270, 2.004,  6.484
-182.247, 71.204, 2.011,  6.517
-182.236, 71.138, 2.017,  6.550
-182.225, 71.071, 2.024,  6.583
-182.215, 71.004, 2.031,  6.616
-182.204, 70.937, 2.038,  6.649
-182.193, 70.870, 2.045,  6.682
-182.182, 70.803, 2.051,  6.715
-182.172, 70.735, 2.058,  6.748
-182.161, 70.667, 2.065,  6.781
-182.150, 70.599, 2.072,  6.814
-182.140, 70.530, 2.079,  6.847
-182.129, 70.462, 2.086,  6.880
-182.118, 70.393, 2.093,  6.913
-182.108, 70.324, 2.100,  6.946
-182.097, 70.254, 2.107,  6.979
-182.087, 70.185, 2.114,  7.012
-182.076, 70.115, 2.121,  7.045
-182.066, 70.045, 2.128,  7.078
-182.056, 69.974, 2.135,  7.111
-182.045, 69.904, 2.142,  7.144
-182.035, 69.833, 2.150,  7.177
-182.025, 69.762, 2.157,  7.210
-182.015, 69.690, 2.164,  7.243
-182.005, 69.619, 2.171,  7.276
-181.994, 69.547, 2.178,  7.309
-181.984, 69.475, 2.186,  7.342
-181.974, 69.402, 2.193,  7.375
-181.964, 69.330, 2.200,  7.408
-181.954, 69.257, 2.208,  7.441
-181.945, 69.184, 2.215,  7.474
-181.935, 69.110, 2.222,  7.507
-181.925, 69.037, 2.230,  7.540
-181.915, 68.963, 2.237,  7.573
-181.905, 68.889, 2.245,  7.606
-181.896, 68.814, 2.252,  7.639
-181.886, 68.740, 2.260,  7.672
-181.877, 68.665, 2.267,  7.705
-181.867, 68.589, 2.275,  7.738
-181.858, 68.514, 2.282,  7.771
-181.848, 68.438, 2.290,  7.804
-181.839, 68.362, 2.298,  7.837
-181.830, 68.286, 2.305,  7.870
-181.821, 68.210, 2.313,  7.903
-181.811, 68.133, 2.320,  7.936
-181.802, 68.056, 2.328,  7.969
-181.793, 67.979, 2.336,  8.002
-181.784, 67.901, 2.343,  8.035
-181.776, 67.823, 2.351,  8.068
-181.767, 67.745, 2.359,  8.101
-181.758, 67.667, 2.367,  8.134
-181.749, 67.588, 2.375,  8.167
-181.741, 67.509, 2.382,  8.200
-181.732, 67.430, 2.390,  8.233
-181.723, 67.351, 2.398,  8.266
-181.715, 67.271, 2.406,  8.299
-181.707, 67.191, 2.414,  8.332
-181.698, 67.111, 2.422,  8.365
-181.690, 67.030, 2.430,  8.398
-181.682, 66.949, 2.438,  8.431
-181.674, 66.868, 2.446,  8.464
-181.666, 66.787, 2.454,  8.497
-181.658, 66.705, 2.462,  8.530
-181.650, 66.623, 2.470,  8.563
-181.642, 66.541, 2.479,  8.596
-181.634, 66.459, 2.487,  8.629
-181.627, 66.376, 2.495,  8.662
-181.619, 66.293, 2.503,  8.695
-181.611, 66.210, 2.512,  8.728
-181.604, 66.126, 2.520,  8.761
-181.597, 66.042, 2.528,  8.794
-181.589, 65.958, 2.536,  8.827
-181.582, 65.873, 2.545,  8.860
-181.575, 65.789, 2.553,  8.893
-181.568, 65.704, 2.562,  8.926
-181.561, 65.618, 2.570,  8.959
-181.554, 65.533, 2.578,  8.992
-181.547, 65.447, 2.587,  9.025
-181.540, 65.361, 2.595,  9.058
-181.533, 65.274, 2.604,  9.091
-181.527, 65.187, 2.613,  9.124
-181.520, 65.100, 2.621,  9.157
-181.514, 65.013, 2.630,  9.190
-181.507, 64.925, 2.639,  9.223
-181.501, 64.837, 2.647,  9.256
-181.495, 64.749, 2.656,  9.289
-181.489, 64.660, 2.665,  9.322
-181.483, 64.572, 2.673,  9.355
-181.477, 64.482, 2.682,  9.388
-181.471, 64.393, 2.691,  9.421
-181.465, 64.303, 2.700,  9.454
-181.459, 64.213, 2.709,  9.487
-181.454, 64.123, 2.718,  9.520
-181.448, 64.032, 2.727,  9.553
-181.442, 63.941, 2.736,  9.586
-181.437, 63.850, 2.745,  9.619
-181.432, 63.758, 2.754,  9.652
-181.426, 63.666, 2.763,  9.685
-181.421, 63.574, 2.772,  9.718
-181.416, 63.482, 2.782,  9.751
-181.411, 63.389, 2.791,  9.784
-181.406, 63.296, 2.800,  9.817
-181.401, 63.202, 2.809,  9.850
-181.397, 63.108, 2.819,  9.883
-181.392, 63.014, 2.828,  9.916
-181.387, 62.920, 2.837,  9.949
-181.383, 62.825, 2.847,  9.982
-181.378, 62.730, 2.856, 10.015
-181.374, 62.635, 2.866, 10.048
-181.370, 62.539, 2.875, 10.081
-181.366, 62.443, 2.885, 10.114
-181.361, 62.347, 2.894, 10.147
-181.357, 62.250, 2.904, 10.180
-181.354, 62.153, 2.913, 10.213
-181.350, 62.056, 2.923, 10.246
-181.346, 61.958, 2.933, 10.279
-181.342, 61.860, 2.942, 10.312
-181.339, 61.762, 2.952, 10.345
-181.335, 61.663, 2.962, 10.378
-181.332, 61.565, 2.972, 10.411
-181.328, 61.465, 2.982, 10.444
-181.325, 61.366, 2.992, 10.477
-181.322, 61.266, 3.002, 10.510
-181.319, 61.165, 3.012, 10.543
-181.316, 61.065, 3.022, 10.576
-181.313, 60.964, 3.032, 10.609
-181.310, 60.863, 3.042, 10.642
-181.307, 60.761, 3.052, 10.675
-181.304, 60.659, 3.062, 10.708
-181.302, 60.557, 3.072, 10.741
-181.299, 60.454, 3.082, 10.774
-181.296, 60.351, 3.092, 10.807
-181.294, 60.248, 3.103, 10.840
-181.292, 60.144, 3.113, 10.873
-181.289, 60.040, 3.123, 10.906
-181.287, 59.936, 3.134, 10.939
-181.285, 59.831, 3.144, 10.972
-181.283, 59.726, 3.154, 11.005
-181.281, 59.621, 3.165, 11.038
-181.279, 59.515, 3.175, 11.071
-181.277, 59.409, 3.186, 11.104
-181.276, 59.302, 3.197, 11.137
-181.274, 59.195, 3.207, 11.170
-181.272, 59.088, 3.218, 11.203
-181.271, 58.981, 3.229, 11.236
-181.269, 58.873, 3.239, 11.269
-181.268, 58.765, 3.250, 11.302
-181.267, 58.656, 3.261, 11.335
-181.265, 58.547, 3.272, 11.368
-181.264, 58.438, 3.283, 11.401
-181.263, 58.328, 3.294, 11.434
-181.262, 58.218, 3.304, 11.467
-181.261, 58.108, 3.315, 11.500
-181.260, 57.997, 3.326, 11.533
-181.259, 57.886, 3.337, 11.566
-181.258, 57.774, 3.348, 11.599
-181.258, 57.662, 3.360, 11.632
-181.257, 57.550, 3.371, 11.665
-181.256, 57.437, 3.382, 11.698
-181.256, 57.324, 3.393, 11.731
-181.255, 57.211, 3.404, 11.764
-181.255, 57.097, 3.416, 11.797
-181.254, 56.983, 3.427, 11.830
-181.254, 56.868, 3.438, 11.863
-181.254, 56.753, 3.450, 11.896
-181.254, 56.638, 3.461, 11.929
-181.254, 56.522, 3.473, 11.962
-181.253, 56.406, 3.484, 11.995
-181.253, 56.290, 3.496, 12.028
-181.253, 56.173, 3.508, 12.061
-181.253, 56.056, 3.519, 12.094
-181.254, 55.938, 3.531, 12.127
-181.254, 55.820, 3.543, 12.160
-181.254, 55.702, 3.555, 12.193
-181.254, 55.583, 3.566, 12.226
-181.255, 55.464, 3.578, 12.259
-181.255, 55.344, 3.590, 12.292
-181.255, 55.224, 3.602, 12.325
-181.256, 55.104, 3.614, 12.358
-181.256, 54.983, 3.626, 12.391
-181.257, 54.862, 3.638, 12.424
-181.257, 54.741, 3.650, 12.457
-181.258, 54.619, 3.662, 12.490
-181.259, 54.496, 3.674, 12.523
-181.259, 54.373, 3.687, 12.556
-181.260, 54.250, 3.699, 12.589
-181.261, 54.127, 3.711, 12.622
-181.262, 54.003, 3.724, 12.655
-181.262, 53.878, 3.736, 12.688
-181.263, 53.753, 3.749, 12.721
-181.264, 53.628, 3.761, 12.754
-181.265, 53.502, 3.773, 12.787
-181.266, 53.376, 3.786, 12.820
-181.267, 53.250, 3.799, 12.853
-181.268, 53.123, 3.811, 12.886
-181.269, 52.995, 3.824, 12.919
-181.270, 52.868, 3.836, 12.952
-181.272, 52.739, 3.849, 12.985
-181.273, 52.611, 3.862, 13.018
-181.274, 52.482, 3.875, 13.051
-181.275, 52.352, 3.888, 13.084
-181.276, 52.222, 3.901, 13.117
-181.278, 52.092, 3.914, 13.150
-181.279, 51.961, 3.927, 13.183
-181.280, 51.830, 3.939, 13.216
-181.281, 51.698, 3.952, 13.249
-181.283, 51.566, 3.965, 13.282
-181.284, 51.434, 3.978, 13.315
-181.286, 51.301, 3.991, 13.348
-181.287, 51.168, 4.004, 13.381
-181.288, 51.034, 4.017, 13.414
-181.290, 50.900, 4.030, 13.447
-181.291, 50.765, 4.043, 13.480
-181.293, 50.630, 4.056, 13.513
-181.294, 50.494, 4.069, 13.546
-181.295, 50.358, 4.083, 13.579
-181.297, 50.222, 4.096, 13.612
-181.298, 50.085, 4.110, 13.645
-181.300, 49.948, 4.123, 13.678
-181.301, 49.810, 4.136, 13.711
-181.303, 49.672, 4.150, 13.744
-181.304, 49.533, 4.164, 13.777
-181.306, 49.394, 4.177, 13.810
-181.308, 49.254, 4.191, 13.843
-181.309, 49.114, 4.205, 13.876
-181.311, 48.974, 4.219, 13.909
-181.312, 48.833, 4.233, 13.942
-181.314, 48.691, 4.246, 13.975
-181.315, 48.550, 4.260, 14.008
-181.317, 48.407, 4.274, 14.041
-181.318, 48.264, 4.288, 14.074
-181.320, 48.121, 4.302, 14.107
-181.321, 47.977, 4.316, 14.140
-181.323, 47.833, 4.330, 14.173
-181.324, 47.688, 4.344, 14.206
-181.326, 47.543, 4.358, 14.239
-181.327, 47.398, 4.373, 14.272
-181.329, 47.252, 4.387, 14.305
-181.331, 47.105, 4.401, 14.338
-181.332, 46.958, 4.416, 14.371
-181.334, 46.810, 4.430, 14.404
-181.335, 46.662, 4.445, 14.437
-181.336, 46.514, 4.459, 14.470
-181.338, 46.365, 4.474, 14.503
-181.339, 46.215, 4.489, 14.536
-181.341, 46.065, 4.503, 14.569
-181.342, 45.915, 4.518, 14.602
-181.344, 45.764, 4.533, 14.635
-181.345, 45.612, 4.548, 14.668
-181.347, 45.460, 4.563, 14.701
-181.348, 45.308, 4.578, 14.734
-181.349, 45.155, 4.593, 14.767
-181.351, 45.002, 4.608, 14.800
-181.352, 44.848, 4.623, 14.833
-181.353, 44.693, 4.638, 14.866
-181.355, 44.538, 4.653, 14.899
-181.356, 44.383, 4.669, 14.932
-181.357, 44.227, 4.684, 14.965
-181.359, 44.070, 4.699, 14.998
-181.360, 43.913, 4.715, 15.031
-181.361, 43.756, 4.730, 15.064
-181.362, 43.597, 4.746, 15.097
-181.363, 43.439, 4.761, 15.130
-181.365, 43.280, 4.777, 15.163
-181.366, 43.120, 4.792, 15.196
-181.367, 42.960, 4.808, 15.229
-181.368, 42.799, 4.824, 15.262
-181.369, 42.638, 4.839, 15.295
-181.370, 42.476, 4.855, 15.328
-181.371, 42.314, 4.871, 15.361
-181.372, 42.151, 4.887, 15.394
-181.373, 41.988, 4.903, 15.427
-181.374, 41.824, 4.920, 15.460
-181.375, 41.660, 4.936, 15.493
-181.376, 41.495, 4.952, 15.526
-181.377, 41.330, 4.968, 15.559
-181.378, 41.164, 4.984, 15.592
-181.379, 40.997, 5.001, 15.625
-181.380, 40.830, 5.017, 15.658
-181.381, 40.662, 5.034, 15.691
-181.382, 40.494, 5.050, 15.724
-181.382, 40.325, 5.067, 15.757
-181.383, 40.156, 5.083, 15.790
-181.384, 39.986, 5.099, 15.823
-181.385, 39.816, 5.109, 15.856
-181.386, 39.646, 5.107, 15.889
-181.386, 39.476, 5.092, 15.922
-181.387, 39.307, 5.078, 15.955
-181.388, 39.138, 5.071, 15.988
-181.388, 38.969, 5.070, 16.021
-181.389, 38.800, 5.077, 16.054
-181.389, 38.630, 5.092, 16.087
-181.390, 38.460, 5.115, 16.120
-181.390, 38.289, 5.145, 16.153
-181.391, 38.116, 5.182, 16.186
-181.392, 37.942, 5.225, 16.219
-181.392, 37.766, 5.270, 16.252
-181.393, 37.589, 5.317, 16.285
-181.393, 37.410, 5.362, 16.318
-181.393, 37.230, 5.405, 16.351
-181.394, 37.049, 5.442, 16.384
-181.394, 36.867, 5.473, 16.417
-181.395, 36.684, 5.498, 16.450
-181.395, 36.500, 5.516, 16.483
-181.395, 36.316, 5.529, 16.516
-181.396, 36.131, 5.537, 16.549
-181.396, 35.947, 5.542, 16.582
-181.396, 35.762, 5.544, 16.615
-181.396, 35.578, 5.545, 16.648
-181.397, 35.393, 5.546, 16.681
-181.397, 35.208, 5.548, 16.714
-181.397, 35.023, 5.551, 16.747
-181.397, 34.838, 5.558, 16.780
-181.397, 34.653, 5.568, 16.813
-181.397, 34.467, 5.582, 16.846
-181.398, 34.280, 5.599, 16.879
-181.398, 34.093, 5.621, 16.912
-181.398, 33.905, 5.646, 16.945
-181.398, 33.716, 5.674, 16.978
-181.398, 33.526, 5.704, 17.011
-181.398, 33.335, 5.735, 17.044
-181.398, 33.142, 5.767, 17.077
-181.398, 32.949, 5.798, 17.110
-181.398, 32.755, 5.827, 17.143
-181.398, 32.560, 5.855, 17.176
-181.398, 32.364, 5.879, 17.209
-181.398, 32.168, 5.901, 17.242
-181.398, 31.970, 5.920, 17.275
-181.398, 31.773, 5.936, 17.308
-181.397, 31.574, 5.950, 17.341
-181.397, 31.376, 5.963, 17.374
-181.397, 31.177, 5.975, 17.407
-181.397, 30.977, 5.986, 17.440
-181.397, 30.778, 5.998, 17.473
-181.397, 30.577, 6.011, 17.506
-181.396, 30.377, 6.025, 17.539
-181.396, 30.175, 6.041, 17.572
-181.396, 29.973, 6.059, 17.605
-181.396, 29.771, 6.079, 17.638
-181.395, 29.568, 6.101, 17.671
-181.395, 29.364, 6.124, 17.704
-181.395, 29.159, 6.149, 17.737
-181.395, 28.953, 6.176, 17.770
-181.394, 28.746, 6.202, 17.803
-181.394, 28.539, 6.229, 17.836
-181.394, 28.330, 6.255, 17.869
-181.393, 28.121, 6.280, 17.902
-181.393, 27.911, 6.304, 17.935
-181.393, 27.700, 6.327, 17.968
-181.392, 27.489, 6.348, 18.001
-181.392, 27.277, 6.367, 18.034
-181.392, 27.064, 6.386, 18.067
-181.391, 26.851, 6.403, 18.100
-181.391, 26.637, 6.420, 18.133
-181.390, 26.422, 6.437, 18.166
-181.390, 26.207, 6.454, 18.199
-181.390, 25.992, 6.472, 18.232
-181.389, 25.775, 6.491, 18.265
-181.389, 25.558, 6.511, 18.298
-181.388, 25.341, 6.532, 18.331
-181.388, 25.122, 6.554, 18.364
-181.387, 24.903, 6.578, 18.397
-181.387, 24.683, 6.602, 18.430
-181.387, 24.462, 6.628, 18.463
-181.386, 24.241, 6.653, 18.496
-181.386, 24.018, 6.679, 18.529
-181.385, 23.795, 6.704, 18.562
-181.385, 23.571, 6.729, 18.595
-181.384, 23.346, 6.753, 18.628
-181.384, 23.120, 6.776, 18.661
-181.383, 22.894, 6.798, 18.694
-181.383, 22.666, 6.818, 18.727
-181.382, 22.439, 6.838, 18.760
-181.382, 22.210, 6.858, 18.793
-181.381, 21.981, 6.877, 18.826
-181.381, 21.751, 6.897, 18.859
-181.380, 21.521, 6.917, 18.892
-181.380, 21.290, 6.938, 18.925
-181.379, 21.058, 6.960, 18.958
-181.379, 20.825, 6.983, 18.991
-181.378, 20.592, 7.007, 19.024
-181.377, 20.357, 7.031, 19.057
-181.377, 20.122, 7.057, 19.090
-181.376, 19.886, 7.082, 19.123
-181.376, 19.650, 7.108, 19.156
-181.375, 19.412, 7.134, 19.189
-181.375, 19.173, 7.159, 19.222
-181.374, 18.934, 7.184, 19.255
-181.374, 18.694, 7.209, 19.288
-181.373, 18.453, 7.233, 19.321
-181.373, 18.211, 7.256, 19.354
-181.372, 17.969, 7.279, 19.387
-181.371, 17.726, 7.302, 19.420
-181.371, 17.482, 7.324, 19.453
-181.370, 17.237, 7.347, 19.486
-181.370, 16.991, 7.370, 19.519
-181.369, 16.745, 7.393, 19.552
-181.369, 16.498, 7.417, 19.585
-181.368, 16.250, 7.441, 19.618
-181.367, 16.002, 7.465, 19.651
-181.367, 15.752, 7.491, 19.684
-181.366, 15.502, 7.516, 19.717
-181.366, 15.251, 7.542, 19.750
-181.365, 14.998, 7.568, 19.783
-181.365, 14.746, 7.594, 19.816
-181.364, 14.492, 7.620, 19.849
-181.363, 14.237, 7.645, 19.882
-181.363, 13.982, 7.671, 19.915
-181.362, 13.725, 7.696, 19.948
-181.362, 13.468, 7.721, 19.981
-181.361, 13.210, 7.746, 20.014
-181.360, 12.951, 7.771, 20.047
-181.360, 12.692, 7.796, 20.080
-181.359, 12.431, 7.821, 20.113
-181.359, 12.170, 7.846, 20.146
-181.358, 11.908, 7.872, 20.179
-181.357, 11.644, 7.898, 20.212
-181.357, 11.381, 7.924, 20.245
-181.356, 11.116, 7.950, 20.278
-181.355, 10.850, 7.977, 20.311
-181.355, 10.583, 8.003, 20.344
-181.354, 10.316, 8.030, 20.377
-181.354, 10.048, 8.057, 20.410
-181.353, 9.778, 8.084, 20.443
-181.352, 9.508, 8.111, 20.476
-181.352, 9.237, 8.139, 20.509
-181.351, 8.965, 8.166, 20.542
-181.350, 8.692, 8.193, 20.575
-181.350, 8.419, 8.220, 20.608
-181.349, 8.144, 8.247, 20.641
-181.348, 7.868, 8.274, 20.674
-181.348, 7.592, 8.302, 20.707
-181.347, 7.314, 8.329, 20.740
-181.346, 7.036, 8.357, 20.773
-181.346, 6.757, 8.384, 20.806
-181.345, 6.477, 8.412, 20.839
-181.344, 6.195, 8.440, 20.872
-181.343, 5.913, 8.468, 20.905
-181.343, 5.630, 8.496, 20.938
-181.342, 5.347, 8.524, 20.971
-181.341, 5.062, 8.552, 21.004
-181.341, 4.776, 8.580, 21.037
-181.340, 4.489, 8.609, 21.070
-181.339, 4.201, 8.638, 21.103
-181.338, 3.913, 8.666, 21.136
-181.338, 3.623, 8.695, 21.169
-181.337, 3.333, 8.724, 21.202
-181.336, 3.041, 8.753, 21.235
-181.335, 2.749, 8.782, 21.268
-181.335, 2.455, 8.811, 21.301
-181.334, 2.161, 8.840, 21.334
-181.333, 1.865, 8.870, 21.367
-181.332, 1.569, 8.899, 21.400
-181.331, 1.271, 8.929, 21.433
-181.331, 0.973, 8.958, 21.466
-181.330, 0.674, 8.988, 21.499
-181.329, 0.373, 9.018, 21.532
-181.328, 0.072, 9.048, 21.565
-181.327, -0.230, 9.078, 21.598
-181.326, -0.534, 9.108, 21.631
-181.326, -0.838, 9.138, 21.664
-181.325, -1.143, 9.168, 21.697
-181.324, -1.450, 9.199, 21.730
-181.323, -1.757, 9.229, 21.763
-181.322, -2.066, 9.260, 21.796
-181.321, -2.375, 9.291, 21.829
-181.320, -2.685, 9.321, 21.862
-181.319, -2.997, 9.353, 21.895
-181.319, -3.310, 9.384, 21.928
-181.318, -3.623, 9.415, 21.961
-181.317, -3.938, 9.446, 21.994
-181.316, -4.253, 9.478, 22.027
-181.315, -4.570, 9.509, 22.060
-181.314, -4.888, 9.541, 22.093
-181.313, -5.207, 9.572, 22.126
-181.312, -5.527, 9.604, 22.159
-181.311, -5.848, 9.636, 22.192
-181.310, -6.170, 9.668, 22.225
-181.309, -6.493, 9.700, 22.258
-181.308, -6.817, 9.732, 22.291
-181.307, -7.142, 9.764, 22.324
-181.306, -7.468, 9.796, 22.357
-181.305, -7.796, 9.829, 22.390
-181.304, -8.124, 9.862, 22.423
-181.303, -8.454, 9.894, 22.456
-181.302, -8.784, 9.927, 22.489
-181.300, -9.116, 9.961, 22.522
-181.299, -9.449, 9.994, 22.555
-181.298, -9.783, 10.027, 22.588
-181.297, -10.118, 10.061, 22.621
-181.296, -10.454, 10.094, 22.654
-181.295, -10.791, 10.128, 22.687
-181.294, -11.130, 10.161, 22.720
-181.293, -11.469, 10.195, 22.753
-181.291, -11.810, 10.229, 22.786
-181.290, -12.152, 10.263, 22.819
-181.289, -12.495, 10.297, 22.852
-181.288, -12.839, 10.331, 22.885
-181.287, -13.184, 10.365, 22.918
-181.285, -13.531, 10.400, 22.951
-181.284, -13.878, 10.434, 22.984
-181.283, -14.227, 10.469, 23.017
-181.282, -14.577, 10.504, 23.050
